"activitySegment__startLocation__latitudeE7","activitySegment__startLocation__longitudeE7","activitySegment__startLocation__sourceInfo__deviceTag","activitySegment__endLocation__latitudeE7","activitySegment__endLocation__longitudeE7","activitySegment__endLocation__sourceInfo__deviceTag","activitySegment__duration__startTimestamp","activitySegment__duration__endTimestamp","activitySegment__distance","activitySegment__activityType","activitySegment__confidence","activitySegment__activities__activityType","activitySegment__activities__probability","activitySegment__transitPath__transitStops__latitudeE7","activitySegment__transitPath__transitStops__longitudeE7","activitySegment__transitPath__transitStops__placeId","activitySegment__transitPath__transitStops__address","activitySegment__transitPath__transitStops__name","activitySegment__transitPath__stopTimesInfo__scheduleArrivalTimestamp","activitySegment__transitPath__name","activitySegment__transitPath__hexRgbColor","activitySegment__transitPath__linePlaceId","activitySegment__transitPath__stopTimesInfo__scheduledDepartureTimestamp","activitySegment__transitPath__stopTimesInfo__realtimeArrivalTimestamp","activitySegment__transitPath__stopTimesInfo__realtimeDepartureTimestamp","activitySegment__transitPath__source","activitySegment__transitPath__confidence","activitySegment__transitPath__distanceMeters","activitySegment__simplifiedRawPath__points__latE7","activitySegment__simplifiedRawPath__points__lngE7","activitySegment__simplifiedRawPath__points__accuracyMeters","activitySegment__simplifiedRawPath__points__timestamp","activitySegment__parkingEvent__location__latitudeE7","activitySegment__parkingEvent__location__longitudeE7","activitySegment__parkingEvent__location__accuracyMetres","activitySegment__parkingEvent__location__sourceInfo__deviceTag","activitySegment__parkingEvent__method","activitySegment__parkingEvent__locationSource","activitySegment__parkingEvent__timestamp","activitySegment__simplifiedRawPath__source","activitySegment__simplifiedRawPath__distanceMeters","activitySegment__waypointPath__waypoints__latE7","activitySegment__waypointPath__waypoints__lngE7","activitySegment__waypointPath__source","activitySegment__waypointPath__roadSegment__placeId","activitySegment__waypointPath__roadSegment__duration","activitySegment__waypointPath__distanceMeters","activitySegment__waypointPath__travelMode","activitySegment__waypointPath__confidence","placeVisit__location__latitudeE7","placeVisit__location__longitudeE7","placeVisit__location__placeId","placeVisit__location__address","placeVisit__location__semanticType","placeVisit__location__name","placeVisit__location__sourceInfo__deviceTag","placeVisit__location__locationConfidence","placeVisit__location__calibratedProbability","placeVisit__duration__startTimestamp","placeVisit__duration__endTimestamp","placeVisit__placeConfidence","placeVisit__childVisits__location__latitudeE7","placeVisit__childVisits__location__longitudeE7","placeVisit__childVisits__location__placeId","placeVisit__childVisits__location__address","placeVisit__childVisits__location__name","placeVisit__childVisits__location__sourceInfo__deviceTag","placeVisit__childVisits__location__locationConfidence","placeVisit__childVisits__location__calibratedProbability","placeVisit__childVisits__location__isCurrentLocation","placeVisit__childVisits__duration__startTimestamp","placeVisit__childVisits__duration__endTimestamp","placeVisit__childVisits__placeConfidence","placeVisit__childVisits__centerLatE7","placeVisit__childVisits__centerLngE7","placeVisit__childVisits__visitConfidence","placeVisit__childVisits__otherCandidateLocations__latitudeE7","placeVisit__childVisits__otherCandidateLocations__longitudeE7","placeVisit__childVisits__otherCandidateLocations__placeId","placeVisit__childVisits__otherCandidateLocations__address","placeVisit__childVisits__otherCandidateLocations__name","placeVisit__childVisits__otherCandidateLocations__locationConfidence","placeVisit__childVisits__otherCandidateLocations__calibratedProbability","placeVisit__childVisits__otherCandidateLocations__isCurrentLocation","placeVisit__childVisits__editConfirmationStatus","placeVisit__childVisits__locationConfidence","placeVisit__childVisits__placeVisitType","placeVisit__childVisits__placeVisitLevel","placeVisit__centerLatE7","placeVisit__centerLngE7","placeVisit__visitConfidence","placeVisit__otherCandidateLocations__latitudeE7","placeVisit__otherCandidateLocations__longitudeE7","placeVisit__otherCandidateLocations__placeId","placeVisit__otherCandidateLocations__address","placeVisit__otherCandidateLocations__semanticType","placeVisit__otherCandidateLocations__name","placeVisit__otherCandidateLocations__locationConfidence","placeVisit__otherCandidateLocations__calibratedProbability","placeVisit__editConfirmationStatus","placeVisit__simplifiedRawPath__points__latE7","placeVisit__simplifiedRawPath__points__lngE7","placeVisit__simplifiedRawPath__points__accuracyMeters","placeVisit__simplifiedRawPath__points__timestamp","placeVisit__simplifiedRawPath__source","placeVisit__simplifiedRawPath__distanceMeters","placeVisit__locationConfidence","placeVisit__placeVisitType","placeVisit__placeVisitImportance"
"","","","","","","","","","","","IN_TRAM","13.316479325294495","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378165702","1449550476","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","RUNNING","4.855780676007271","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378169784","1449536437","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","STILL","3.0866334214806557","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","IN_PASSENGER_VEHICLE","2.5334233418107033","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","IN_BUS","2.0883701741695404","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","IN_SUBWAY","1.3644024729728699","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","CYCLING","0.752104539424181","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","IN_TRAIN","0.5340802017599344","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","SKIING","0.016636292275507003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","IN_FERRY","0.010217959061264992","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","MOTORCYCLING","0.004664951120503247","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","FLYING","0.0027243087970418856","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","SAILING","0.000887424630491296","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","IN_VEHICLE","1.14496128134078E-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378168459","1449539973","ChIJoQNAYE5d1moRpNtHDpKAXiI","Melbourne VIC 3000, Australia","","Spencer St/Bourke St","449113335","46.212776","25.327925","2022-07-02T10:04:02.706Z","2022-07-02T10:17:38.620Z","LOW_CONFIDENCE","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378169350","1449537950","82","-378169857","1449537845","ChIJqwkDTE5d1moRfXq7dDAEqFA","Melbourne VIC 3000, Australia","","Southern Cross Station - Stop 1","32.407303","17.761534","NOT_CONFIRMED","","","","","","","38","SINGLE_PLACE","TRANSITIONAL"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378155618","1449528206","ChIJh0Z3Ak9d1moRCKLD2gCPwUo","220 Spencer St, Melbourne VIC 3000, Australia","","Upper West Side","5.943112","3.257253","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378164972","1449526335","ChIJz5MvrE9d1moRMXyyU_LJ4Xk","99 Spencer St, Docklands VIC 3008, Australia","","7-Eleven Southern Cross","3.250693","1.7816137","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378163889","1449525000","ChIJHyAtFk9d1moRAqBQ86vRKPU","201 Spencer St, Docklands VIC 3008, Australia","","Spencer Outlet Centre","2.6369414","1.4452336","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378167943","1449528063","ChIJS51xIU5d1moRh4QAAC6i0Fs","14/99 Spencer St, Docklands VIC 3008, Australia","","Hungry Jack's Burgers Spencer Street","1.9381506","1.062246","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378172669","1449536457","ChIJvxrTqPdd1moRTynlPUYlA2s","Corner of Godfrey &, Bourke St, Melbourne VIC 3000, Australia","","Miss Mi","1.7525905","0.9605457","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378172245","1449540853","ChIJtUbuWdRD1moRBvteaDi4nME","Ground Floor, 673 Bourke St, Melbourne VIC 3000, Australia","","V Wine Salon","1.2475599","0.6837526","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378167985","1449536878","ChIJw-4JwlhB1moRrg9MwaFQ8lM","688 Bourke St, Melbourne VIC 3000, Australia","","Mail Exchange Hotel","1.0684344","0.5855789","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378161962","1449554571","ChIJ8fGNnE5d1moRe1yT6s2jVfw","600 Bourke St, Melbourne VIC 3000, Australia","","EPIC CENTER","0.6966712","0.38182592","","","","","","","","","",""
"-378168936","1449539112","449113335","-378142093","1449437791","449113335","2022-07-02T10:17:38.620Z","2022-07-02T11:19:17.889Z","938","WALKING","MEDIUM","WALKING","63.06963562965393","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378168945","1449539184","INFERRED","","","1317.7294836087979","WALK","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","STILL","13.484303653240204","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378135337","1449515075","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","IN_TRAM","9.038054198026657","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378142623","1449438171","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","RUNNING","6.486554443836212","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","IN_PASSENGER_VEHICLE","3.661591187119484","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","IN_BUS","1.3885167427361012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","CYCLING","1.1889172717928886","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","IN_SUBWAY","1.0960700921714306","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","IN_TRAIN","0.5414867307990789","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","SKIING","0.01821686892071739","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","IN_FERRY","0.012851561768911779","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","MOTORCYCLING","0.009045936894835904","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","FLYING","0.0036751858715433627","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","SAILING","0.0010824323908309452","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","IN_VEHICLE","5.06122006527221E-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378170855","1449453691","ChIJr8CZJKBd1moReQ2bIyTcNjY","131 Harbour Esplanade, Docklands VIC 3008, Australia","","Port Phillip Ferries Docklands Terminal Melbourne","449113335","36.89836","13.345974","2022-07-02T11:19:17.889Z","2022-07-02T13:46:53.855Z","MEDIUM_CONFIDENCE","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378148894","1449417335","67","-378143061","1449430658","ChIJt27wOENd1moRfepH3-K3ULI","21 Newquay Promenade, Docklands VIC 3008, Australia","","Monument Park","12.652847","4.5764794","NOT_CONFIRMED","","","","","","","30","SINGLE_PLACE","MAIN"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378150380","1449410054","ChIJ55s_ne9d1moRvC4lPajkhd8","62 Newquay Promenade, Docklands VIC 3008, Australia","","Biryani King Docklands","9.712035","3.5128005","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378165647","1449475055","ChIJ78GXK0Vd1moR8NkyBXZWBA8","740 Bourke St, Docklands VIC 3008, Australia","","Marvel Stadium","9.428384","3.410205","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378147049","1449449007","ChIJ4cg0mURd1moRxohS961lw04","Docklands VIC 3008, Australia","","Central Pier/Harbour Esp (Docklands)","6.0485034","2.187717","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378144237","1449446965","ChIJc8O_X0Nd1moRJ2RnLLO2N1M","Docklands VIC 3008, Australia","","Central Pier/Harbour Esp (Docklands)","4.37996","1.5842123","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378171135","1449454120","ChIJbw3uZ1td1moRN48d-Xm7UFw","131 Harbour Esplanade, Docklands VIC 3008, Australia","","Cow Up a Tree Sculpture","3.0733254","1.1116083","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378170855","1449453691","ChIJd1vmpFxd1moRo40pZZOURcM","Pier VH08, 131 Harbour Esplanade, Docklands VIC 3008, Australia","","Lady Cutler Melbourne Showboat","2.084402","0.75391906","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378149311","1449441826","ChIJQdOECRdd1moResTvWwj5N9U","179 Harbour Esplanade, Docklands VIC 3008, Australia","","Docklands Sunset point","1.2577274","0.45491445","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378151172","1449418176","ChIJpcrtOUNd1moRM9SNgN0396c","45 Newquay Promenade, Docklands VIC 3008, Australia","","Berth","1.2034228","0.43527272","","","","","","","","","",""
"-378146139","1449426505","449113335","-378125060","1449510040","449113335","2022-07-02T13:46:53.855Z","2022-07-02T13:59:41.148Z","934","WALKING","LOW","WALKING","38.254690170288086","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378146781","1449427032","INFERRED","","","959.3399705428735","WALK","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","STILL","22.78611660003662","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378143234","1449471740","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","IN_TRAM","22.252684831619263","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-378124961","1449510345","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","IN_PASSENGER_VEHICLE","4.557613655924797","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","RUNNING","4.121192544698715","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","IN_BUS","3.572259843349457","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","IN_SUBWAY","2.470482885837555","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
